theta,R,Dstar,size,members
0.013,0.999,0.973,6,A013416|A013520|A019578|A032082|A054641|A058017
0.013,0.999,0.974,2,A002735|A034653
0.013,0.999,0.975,2,A000504|A052595
0.013,0.999,0.976,3,A032078|A032113|A034614
0.013,0.999,0.977,1,A032071
0.013,0.999,0.978,1,A033509
0.013,0.999,0.98,2,A032072|A032348
0.013,0.999,0.982,1,A050282
0.013,1.0,0.987,1,A036115
0.013,1.0,0.99,2,A000610|A053972
0.013,1.0,0.997,16,A009396|A012010|A012024|A012026|A012220|A012221|A012223|A012228|A012422|A012435|A012437|A012484|A012625|A012947|A013410|A013413
0.013,1.0,0.998,1,A012554
0.014,0.002,0.002,1,A005101
0.014,0.008,0.034,2,A047441|A047558
0.014,0.017,0.042,1,A047510
0.014,0.023,0.04,1,A032797
0.014,0.025,0.06,1,A043947
0.014,0.025,0.075,1,A044361
0.014,0.026,0.051,2,A047417|A047499
0.014,0.044,0.074,1,A044270
0.014,0.053,0.097,1,A038353
0.014,0.084,0.183,1,A011319
0.014,0.096,0.201,1,A016641
0.014,0.102,0.204,1,A051762
0.014,0.102,0.221,1,A021173
0.014,0.139,0.283,1,A004560
0.014,0.148,0.146,1,A037463
0.014,0.193,0.344,1,A004559
0.014,0.342,0.3,1,A046498
0.014,0.835,0.397,1,A043028
0.014,0.865,0.894,1,A034686
0.014,0.88,0.858,1,A053590
0.014,0.881,0.839,1,A038326
0.014,0.909,0.948,1,A028629
0.014,0.917,0.94,1,A045840
0.014,0.928,0.882,1,A034218
0.014,0.935,0.961,1,A028573
0.014,0.964,0.946,1,A024814
0.014,0.967,0.921,1,A049336
0.014,0.973,0.94,1,A005081
0.014,0.974,0.94,1,A005077
0.014,0.975,0.945,1,A058493
0.014,0.975,0.965,2,A042002|A042003
0.014,0.975,0.968,2,A042580|A042581
0.014,0.976,0.944,2,A017763|A025614
0.014,0.976,0.945,1,A058549
0.014,0.976,0.968,1,A040630
0.014,0.976,0.984,2,A040093|A040135
0.014,0.977,0.946,3,A003594|A007690|A033850
0.014,0.977,0.947,4,A025617|A054774|A054901|A058600
0.014,0.977,0.948,9,A005710|A017847|A023006|A024208|A032043|A032139|A032214|A032005|A055425
0.014,0.978,0.953,1,A019505
0.014,0.979,0.955,2,A001384|A006053
0.014,0.98,0.956,3,A017991|A017992|A017993
0.014,0.98,0.957,3,A000100|A001590|A008937
0.014,0.982,0.962,1,A048329
0.014,0.984,0.95,1,A055363
0.014,0.985,0.952,1,A055340
0.014,0.985,0.954,1,A055327
0.014,0.985,0.978,2,A041386|A041387
0.014,0.985,0.979,2,A042448|A042449
0.014,0.986,0.954,1,A035917
0.014,0.986,0.956,1,A035918
0.014,0.986,0.966,1,A002459
0.014,0.986,0.986,1,A040134
0.014,0.987,0.947,1,A007632
0.014,0.987,0.967,2,A042142|A042143
0.014,0.988,0.967,5,A056501|A056506|A056511|A056516|A056522
0.014,0.99,0.955,1,A055210
0.014,0.99,0.964,2,A042214|A042215
0.014,0.99,0.972,2,A042084|A042085
0.014,0.99,0.973,4,A041764|A041765|A041824|A041825
0.014,0.99,0.978,2,A041664|A041665
0.014,0.99,0.979,4,A042036|A042037|A042220|A042221
0.014,0.991,0.968,1,A000458
0.014,0.991,0.969,1,A049140
0.014,0.993,0.966,1,A041008
0.014,0.993,0.97,3,A042878|A042879|A047752
0.014,0.993,0.971,2,A041776|A041777
0.014,0.993,0.973,4,A041532|A041533|A042836|A042837
0.014,0.993,0.978,4,A041732|A041733|A042366|A042367
0.014,0.995,0.949,1,A055260
0.014,0.995,0.971,1,A002069
0.014,0.996,0.956,1,A050169
0.014,0.996,0.968,1,A046519
0.014,0.996,0.969,1,A005671
0.014,0.996,0.97,1,A058814
0.014,0.997,0.962,1,A033483
0.014,0.998,0.942,1,A030469
0.014,0.998,0.95,1,A057869
0.014,0.998,0.959,1,A009679
0.014,0.998,0.96,3,A052824|A052826|A052828
0.014,0.998,0.961,2,A012712|A052832
0.014,0.998,0.962,1,A048402
0.014,0.999,0.963,2,A012361|A036531
0.014,0.999,0.964,1,A001757
0.014,0.999,0.965,1,A028498
0.014,0.999,0.966,3,A018192|A018225|A052522
0.014,0.999,0.968,4,A032182|A034992|A052613|A052639
0.014,0.999,0.969,4,A005432|A011811|A026739|A032334
0.014,0.999,0.97,2,A001852|A053605
0.014,0.999,0.971,5,A008843|A036915|A052574|A052623|A055860
0.014,0.999,0.972,3,A032322|A034652|A052573
0.014,0.999,0.973,1,A032338
0.014,0.999,0.974,3,A003959|A032183|A032330
0.014,0.999,0.975,3,A019580|A034612|A047903
0.014,0.999,0.976,1,A012002
0.014,0.999,0.977,1,A055085
0.014,1.0,0.981,1,A059102
0.014,1.0,0.997,14,A009271|A009344|A009399|A012193|A012196|A012449|A012508|A012487|A012556|A012557|A012713|A013039|A013145|A013445
0.015,0.003,0.008,1,A007300
0.015,0.005,0.009,1,A003668
0.015,0.009,0.033,1,A047324
0.015,0.01,0.033,1,A047297
0.015,0.012,0.054,1,A044515
0.015,0.019,0.035,1,A047329
0.015,0.025,0.067,1,A044767
0.015,0.026,0.043,1,A004084
0.015,0.026,0.059,1,A043157
0.015,0.029,0.044,2,A047315|A047366
0.015,0.029,0.053,1,A035510
0.015,0.029,0.057,1,A044331
0.015,0.067,0.184,1,A011345
0.015,0.097,0.201,1,A002162
0.015,0.098,0.198,1,A016692
0.015,0.103,0.196,1,A010609
0.015,0.104,0.202,1,A016666
0.015,0.112,0.202,1,A011265
0.015,0.517,0.574,1,A007879
0.015,0.767,0.819,1,A058180
0.015,0.8,0.891,1,A038584
0.015,0.821,0.8,1,A045736
0.015,0.828,0.809,1,A001988
0.015,0.842,0.83,1,A055023
0.015,0.857,0.922,3,A028605|A028621|A028637
0.015,0.86,0.862,1,A030466
0.015,0.874,0.89,1,A057619
0.015,0.879,0.856,1,A028233
0.015,0.883,0.935,3,A028661|A028645|A028653
0.015,0.887,0.891,1,A059604
0.015,0.889,0.905,1,A059071
0.015,0.926,0.891,1,A001991
0.015,0.927,0.881,1,A049429
0.015,0.934,0.924,1,A058547
0.015,0.947,0.908,1,A049029
0.015,0.974,0.941,1,A017756
0.015,0.974,0.942,6,A002183|A003593|A017757|A017758|A033849|A058092
0.015,0.974,0.943,1,A022576
0.015,0.975,0.943,3,A017759|A017760|A030273
0.015,0.975,0.944,7,A017761|A017762|A017764|A022811|A023005|A024207|A036820
0.015,0.975,0.945,2,A014972|A022577
0.015,0.975,0.983,6,A040383|A040465|A040555|A040653|A040759|A040873
0.015,0.976,0.944,1,A058555
0.015,0.976,0.945,1,A017888
0.015,0.976,0.946,1,A045478
0.015,0.976,0.951,1,A056793
0.015,0.977,0.951,3,A017988|A017989|A017990
0.015,0.979,0.955,1,A002574
0.015,0.983,0.947,1,A025177
0.015,0.984,0.948,1,A055277
0.015,0.984,0.95,1,A046688
0.015,0.984,0.963,5,A056500|A056505|A056510|A056515|A056521
0.015,0.984,0.969,2,A041996|A041997
0.015,0.984,0.973,2,A042152|A042153
0.015,0.984,0.977,5,A041384|A041385|A041404|A041526|A041527
0.015,0.984,0.978,4,A042444|A042445|A042708|A042709
0.015,0.984,0.979,2,A042226|A042227
0.015,0.985,0.953,1,A035916
0.015,0.985,0.964,2,A042272|A042273
0.015,0.987,0.96,1,A008305
0.015,0.988,0.965,1,A018885
0.015,0.989,0.966,3,A007744|A045658|A045667
0.015,0.99,0.966,1,A006433
0.015,0.99,0.967,1,A054339
0.015,0.99,0.971,2,A041694|A041695
0.015,0.99,0.977,2,A041810|A041811
0.015,0.99,0.978,6,A041712|A041713|A042164|A042165|A042472|A042473
0.015,0.991,0.921,1,A013153
0.015,0.991,0.982,1,A010354
0.015,0.993,0.955,1,A038478
0.015,0.993,0.968,1,A047766
0.015,0.995,0.975,1,A030485
0.015,0.996,0.954,1,A005940
0.015,0.996,0.957,1,A001917
0.015,0.996,0.958,1,A023048
0.015,0.996,0.968,1,A057834
0.015,0.996,0.972,1,A058710
0.015,0.997,0.958,1,A005974
0.015,0.997,0.959,1,A038757
0.015,0.997,0.96,1,A024559
0.015,0.997,0.962,1,A050112
0.015,0.998,0.952,1,A003604
0.015,0.998,0.955,2,A004150|A053372
0.015,0.998,0.957,1,A052593
0.015,0.998,0.958,1,A058159
0.015,0.998,0.959,3,A019537|A019472|A033472
0.015,0.998,0.96,4,A013451|A032073|A052835|A058583
0.015,0.998,0.961,3,A012480|A039647|A058656
0.015,0.998,0.963,1,A004824
0.015,0.998,0.964,4,A036243|A052587|A052638|A052652
0.015,0.999,0.966,3,A049463|A052724|A052743
0.015,0.999,0.967,5,A006681|A011810|A027728|A035119|A052666
0.015,0.999,0.968,4,A050386|A052580|A052608|A052622
0.015,0.999,0.969,1,A034651
0.015,0.999,0.972,4,A001784|A032070|A032108|A051182
0.015,0.999,0.975,1,A001785
0.015,0.999,0.977,2,A046103|A046104
0.015,0.999,0.978,1,A012858
0.015,0.999,0.979,1,A006247
0.015,0.999,0.98,1,A006246
0.015,1.0,0.997,13,A009397|A012093|A012126|A012214|A012192|A012198|A012461|A012692|A012742|A013361|A013363|A013378|A013446
0.015,1.0,0.998,1,A002164
0.016,0.008,0.006,1,A044519
0.016,0.014,0.06,1,A044696
0.016,0.017,0.035,1,A036129
0.016,0.019,0.017,1,A054315
0.016,0.023,0.039,3,A047323|A047376|A047342
0.016,0.025,0.054,1,A043948
0.016,0.03,0.053,1,A047302
0.016,0.035,0.074,1,A044363
0.016,0.072,0.164,1,A044833
0.016,0.073,0.194,1,A059526
0.016,0.077,0.2,1,A021249
0.016,0.089,0.197,1,A010506
0.016,0.092,0.2,1,A019796
0.016,0.102,0.199,1,A010530
0.016,0.105,0.196,1,A011413
0.016,0.106,0.201,1,A016699
0.016,0.119,0.205,1,A049469
0.016,0.12,0.204,1,A019885
0.016,0.123,0.159,1,A001218
0.016,0.652,0.451,1,A021081
0.016,0.674,0.674,1,A021697
0.016,0.682,0.614,1,A055520
0.016,0.793,0.81,1,A057284
0.016,0.794,0.873,1,A030089
0.016,0.835,0.857,1,A058403
0.016,0.848,0.827,1,A030154
0.016,0.853,0.818,1,A038324
0.016,0.894,0.916,2,A056395|A056405
0.016,0.911,0.896,1,A056925
0.016,0.955,0.92,1,A002224
0.016,0.972,0.938,5,A017751|A025611|A025613|A036667|A058704
0.016,0.972,0.939,1,A046776
0.016,0.973,0.939,7,A017752|A017753|A025612|A030699|A035623|A045482|A046787
0.016,0.973,0.94,37,A003596|A005895|A015741|A015742|A015743|A015723|A015737|A015740|A017754|A022575|A022814|A023004|A024787|A025065|A025147|A026832|A026833|A026906|A032155|A032230|A033848|A034296|A035295|A035296|A035297|A035298|A036018|A036469|A047966|A053197|A053253|A053270|A053271|A055923|A058512|A058648|A058650
0.016,0.973,0.941,6,A003262|A032060|A032022|A032140|A032215|A032228
0.016,0.974,0.941,9,A000465|A017857|A017755|A032062|A032044|A032058|A032157|A032006|A032232
0.016,0.974,0.942,1,A001941
0.016,0.975,0.954,2,A042530|A042531
0.016,0.981,0.958,1,A006054
0.016,0.982,0.939,1,A002556
0.016,0.982,0.945,1,A055290
